last_date,location_type,location_id,location_name,metric_id,category,metric_name,attribute,unit,value,source_description,
2016-12-31,LGA,42750,Kangaroo Island (DC),1_112,Local Government Area Profile,,3rd largest industry,,Retail trade,"ABS Census of Popluation and Housing, 2016",
2016-06-30,LGA,42750,Kangaroo Island (DC),1_113,Local Government Area Profile,,1st highest value product,,Livestock slaughtered and other disposals,"7121.0 - Agricultural Comoddities, Australia, 2015-16",
2016-06-30,LGA,42750,Kangaroo Island (DC),1_114,Local Government Area Profile,,2nd highest value product,,Livestock products,"7121.0 - Agricultural Comoddities, Australia, 2015-16",
2016-06-30,LGA,42750,Kangaroo Island (DC),1_115,Local Government Area Profile,,3rd highest value product,,Broadacre crops,"7121.0 - Agricultural Comoddities, Australia, 2015-16",
2020-05-15,LGA,42750,Kangaroo Island (DC),2_101,Bushfire Impact,,Total area affected,,"2,231 sq km (51% of LGA)","Department of Agriculture, Water and the Environment National Indicative Aggregated Fire Extent Dataset, 25 May 2020; ABS Cat No 1270.0.55.003 - Australian Statistical Geography Standard (ASGS): Volume 3 - Non ABS Structures, July 2019.",
2020-05-15,LGA,42750,Kangaroo Island (DC),2_102,Bushfire Impact,,Bushland and forests affected,,895 sq km (72% of bushland and forests),"Department of Agriculture, Water and the Environment National Indicative Aggregated Fire Extent Dataset, 25 May 2020; ABS Cat No 1270.0.55.003 - Australian Statistical Geography Standard (ASGS): Volume 3 - Non ABS Structures, July 2019.",
2020-05-15,LGA,42750,Kangaroo Island (DC),2_103,Bushfire Impact,,Agricultural land affected,,"1,314 sq km (46% of agricultural land)","Department of Agriculture, Water and the Environment National Indicative Aggregated Fire Extent Dataset, 25 May 2020; ABS Cat No 1270.0.55.003 - Australian Statistical Geography Standard (ASGS): Volume 3 - Non ABS Structures, July 2019.",
2020-06-16,LGA,42750,Kangaroo Island (DC),2_104,Bushfire Impact,,Houses damaged/destroyed,,10 / 125,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-06-16,LGA,42750,Kangaroo Island (DC),2_105,Bushfire Impact,,Outbuildings damaged/destroyed,,200 / Not Available,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-09-12,LGA,42750,Kangaroo Island (DC),3_101,Human and Social Recovery,Disaster Recovery Funding Arrangements (DRFA) Category,,,A (individual),"Home Affairs, Summary of Recovery Assistance Table, September 2020",
2020-09-12,LGA,42750,Kangaroo Island (DC),3_102,Human and Social Recovery,Disaster Recovery Funding Arrangements (DRFA) Category,,,B (public assests),"Home Affairs, Summary of Recovery Assistance Table, September 2020",
2020-09-12,LGA,42750,Kangaroo Island (DC),3_103,Human and Social Recovery,Disaster Recovery Funding Arrangements (DRFA) Category,,,C (community),"Home Affairs, Summary of Recovery Assistance Table, September 2020",
2020-09-12,LGA,42750,Kangaroo Island (DC),3_104,Human and Social Recovery,Disaster Recovery Funding Arrangements (DRFA) Category,,,D (exceptional),"Home Affairs, Summary of Recovery Assistance Table, September 2020",
2020-08-20,LGA,42750,Kangaroo Island (DC),3_105,Human and Social Recovery,LGA Grants Program,Support received,$,"$1,300,000 ",LGA support status NBRA analysis,
2020-08-02,LGA,42750,Kangaroo Island (DC),3_106,Human and Social Recovery,Australian Government Disaster Recovery Allowance (DRA),Applications approved (no.),number,88,Services Australia,
2020-08-02,LGA,42750,Kangaroo Island (DC),3_107,Human and Social Recovery,Australian Government Disaster Recovery Allowance (DRA),Applications approved ($),$,"$333,419 ",Services Australia,
2020-08-02,LGA,42750,Kangaroo Island (DC),3_108,Human and Social Recovery,Australian Government Disaster Recovery Payments (AGDRP),Applications approved (no.),number,282,Services Australia,
2020-08-02,LGA,42750,Kangaroo Island (DC),3_109,Human and Social Recovery,Australian Government Disaster Recovery Payments (AGDRP),Applications approved ($),$,"$327,000 ",Services Australia,
2020-08-02,LGA,42750,Kangaroo Island (DC),3_110,Human and Social Recovery,Additional payment for children,Applications approved (no.),number,120,Services Australia,
2020-08-02,LGA,42750,Kangaroo Island (DC),3_111,Human and Social Recovery,Additional payment for children,Applications approved ($),$,"$48,000 ",Services Australia,
2020-07-28,LGA,42750,Kangaroo Island (DC),3_112,Human and Social Recovery,Volunteer Firefighter Payments,Applications approved ($),$,"$170,914 ",Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-07-28,LGA,42750,Kangaroo Island (DC),3_113,Human and Social Recovery,Volunteer Firefighter Payments,Applications approved (no.),number,45,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-09-09,LGA,42750,Kangaroo Island (DC),4_101,Economic Recovery,"Small business support grants ($10,000)",Applications approved (no.),number,266,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-09-09,LGA,42750,Kangaroo Island (DC),4_102,Economic Recovery,"Small business support grants ($10,000)",Applications approved ($),$,"$2,660,000 ",Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-09-09,LGA,42750,Kangaroo Island (DC),4_103,Economic Recovery,"Small business grants ($50,000)",Applications approved (no.),number,61,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-09-09,LGA,42750,Kangaroo Island (DC),4_104,Economic Recovery,"Small business grants ($50,000)",Applications approved ($),$,"$2,066,809 ",Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-09-09,LGA,42750,Kangaroo Island (DC),4_105,Economic Recovery,Primary producer grants,Applications approved (no.),number,152,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-09-09,LGA,42750,Kangaroo Island (DC),4_106,Economic Recovery,Primary producer grants,Applications approved ($),$,"$10,902,798 ",Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-08-30,LGA,42750,Kangaroo Island (DC),4_107,Economic Recovery,Concessional loans,Applications approved ($),$,"$180,000 ",Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2018-12-31,LGA,43360,Kingston (DC) (SA),1_101,Local Government Area Profile,,Total people (no.),number,"2,371","ABS Cat No 3218.0 – Regional Population Growth, Australia, 2018-19",
2016-06-01,LGA,43360,Kingston (DC) (SA),1_102,Local Government Area Profile,,Main towns,,"Kingston SE (1,648)",ABS Census of Population and Housing 2016,
2018-12-31,LGA,43360,Kingston (DC) (SA),1_103,Local Government Area Profile,,Aboriginal and Torres Strait Islander Peoples (%),%,2.30%,"ABS Cat No 1410.0 - Data by Region, 2013-18; Aboriginal and Torres Strait Islander Peoples - Census",
2017-06-30,LGA,43360,Kingston (DC) (SA),1_104,Local Government Area Profile,,Median Age of Earners,years,50,"ABS Cat No. 6524.0.55.002 - Personal Income in Australia, 2011-12 to 2016-17",
2018-06-30,LGA,43360,Kingston (DC) (SA),1_105,Local Government Area Profile,,Median Income ($),$,"$44,944 ","ABS Cat No. 6524.0.55.002 - Personal Income in Australia, 2011-12 to 2016-17",
2019-12-01,LGA,43360,Kingston (DC) (SA),1_106,Local Government Area Profile,,Unemployment rate (%),%,2.20%,"Department of Education, Skills and Employment Small Area Labour Markets publication, December quarter 2019 – data missing for some LGAs)",
2016-12-31,LGA,43360,Kingston (DC) (SA),1_107,Local Government Area Profile,,"SEIFA Decile (1-10, 1 = most disadvantaged)",decile,5,"2033.0.55.001 - Census of Population and Housing: Socio-Economic Indexes for Areas (SEIFA), Australia, 2016",
2019-06-01,LGA,43360,Kingston (DC) (SA),1_108,Local Government Area Profile,,Total businesses,count,317,"8165.0 - Counts of Australian Businesses, including Entries and Exits, June 2015 to June 2019",
2019-06-01,LGA,43360,Kingston (DC) (SA),1_109,Local Government Area Profile,,Small business,count,312,"8165.0 - Counts of Australian Businesses, including Entries and Exits, June 2015 to June 2019",
2016-12-31,LGA,43360,Kingston (DC) (SA),1_110,Local Government Area Profile,,1st largest industry,,"Agriculture, forestry and fishing","ABS Census of Popluation and Housing, 2016",
2016-12-31,LGA,43360,Kingston (DC) (SA),1_111,Local Government Area Profile,,2nd largest industry,,Retail trade,"ABS Census of Popluation and Housing, 2016",
2016-12-31,LGA,43360,Kingston (DC) (SA),1_112,Local Government Area Profile,,3rd largest industry,,Health care and social assistance,"ABS Census of Popluation and Housing, 2016",
2016-06-30,LGA,43360,Kingston (DC) (SA),1_113,Local Government Area Profile,,1st highest value product,,Livestock slaughtered and other disposals,"7121.0 - Agricultural Comoddities, Australia, 2015-16",
2016-06-30,LGA,43360,Kingston (DC) (SA),1_114,Local Government Area Profile,,2nd highest value product,,Livestock products,"7121.0 - Agricultural Comoddities, Australia, 2015-16",
2016-06-30,LGA,43360,Kingston (DC) (SA),1_115,Local Government Area Profile,,3rd highest value product,,Hay,"7121.0 - Agricultural Comoddities, Australia, 2015-16",
2020-05-15,LGA,43360,Kingston (DC) (SA),2_101,Bushfire Impact,,Total area affected,,227 sq km (7% of LGA),"Department of Agriculture, Water and the Environment National Indicative Aggregated Fire Extent Dataset, 25 May 2020; ABS Cat No 1270.0.55.003 - Australian Statistical Geography Standard (ASGS): Volume 3 - Non ABS Structures, July 2019.",
2020-05-15,LGA,43360,Kingston (DC) (SA),2_102,Bushfire Impact,,Bushland and forests affected,,0 sq km (0% of bushland and forests),"Department of Agriculture, Water and the Environment National Indicative Aggregated Fire Extent Dataset, 25 May 2020; ABS Cat No 1270.0.55.003 - Australian Statistical Geography Standard (ASGS): Volume 3 - Non ABS Structures, July 2019.",
2020-05-15,LGA,43360,Kingston (DC) (SA),2_103,Bushfire Impact,,Agricultural land affected,,227 sq km (7% of agricultural land),"Department of Agriculture, Water and the Environment National Indicative Aggregated Fire Extent Dataset, 25 May 2020; ABS Cat No 1270.0.55.003 - Australian Statistical Geography Standard (ASGS): Volume 3 - Non ABS Structures, July 2019.",
2020-06-16,LGA,43360,Kingston (DC) (SA),2_104,Bushfire Impact,,Houses damaged/destroyed,,0 / 2,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-06-16,LGA,43360,Kingston (DC) (SA),2_105,Bushfire Impact,,Outbuildings damaged/destroyed,,2 / Not Available,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-09-12,LGA,43360,Kingston (DC) (SA),3_101,Human and Social Recovery,Disaster Recovery Funding Arrangements (DRFA) Category,,,A (individual),"Home Affairs, Summary of Recovery Assistance Table, September 2020",
2020-09-12,LGA,43360,Kingston (DC) (SA),3_102,Human and Social Recovery,Disaster Recovery Funding Arrangements (DRFA) Category,,,B (public assests),"Home Affairs, Summary of Recovery Assistance Table, September 2020",
2020-09-12,LGA,43360,Kingston (DC) (SA),3_103,Human and Social Recovery,Disaster Recovery Funding Arrangements (DRFA) Category,,,C (community),"Home Affairs, Summary of Recovery Assistance Table, September 2020",
2020-09-12,LGA,43360,Kingston (DC) (SA),3_104,Human and Social Recovery,Disaster Recovery Funding Arrangements (DRFA) Category,,,D (exceptional),"Home Affairs, Summary of Recovery Assistance Table, September 2020",
2020-08-20,LGA,43360,Kingston (DC) (SA),3_105,Human and Social Recovery,LGA Grants Program,Support received,$,"$200,000 ",LGA support status NBRA analysis,
2020-08-02,LGA,43360,Kingston (DC) (SA),3_106,Human and Social Recovery,Australian Government Disaster Recovery Allowance (DRA),Applications approved (no.),number,0,Services Australia,
2020-08-02,LGA,43360,Kingston (DC) (SA),3_107,Human and Social Recovery,Australian Government Disaster Recovery Allowance (DRA),Applications approved ($),$,$0 ,Services Australia,
2020-08-02,LGA,43360,Kingston (DC) (SA),3_108,Human and Social Recovery,Australian Government Disaster Recovery Payments (AGDRP),Applications approved (no.),number,< 20,Services Australia,
2020-08-02,LGA,43360,Kingston (DC) (SA),3_109,Human and Social Recovery,Australian Government Disaster Recovery Payments (AGDRP),Applications approved ($),$,"< 20,000",Services Australia,
2020-08-02,LGA,43360,Kingston (DC) (SA),3_110,Human and Social Recovery,Additional payment for children,Applications approved (no.),number,< 20,Services Australia,
2020-08-02,LGA,43360,Kingston (DC) (SA),3_111,Human and Social Recovery,Additional payment for children,Applications approved ($),$,"< 20,000",Services Australia,
2020-07-28,LGA,43360,Kingston (DC) (SA),3_112,Human and Social Recovery,Volunteer Firefighter Payments,Applications approved ($),$,$0 ,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-07-28,LGA,43360,Kingston (DC) (SA),3_113,Human and Social Recovery,Volunteer Firefighter Payments,Applications approved (no.),number,0,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-09-09,LGA,43360,Kingston (DC) (SA),4_101,Economic Recovery,"Small business support grants ($10,000)",Applications approved (no.),number,4,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-09-09,LGA,43360,Kingston (DC) (SA),4_102,Economic Recovery,"Small business support grants ($10,000)",Applications approved ($),$,"$40,000 ",Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-09-09,LGA,43360,Kingston (DC) (SA),4_103,Economic Recovery,"Small business grants ($50,000)",Applications approved (no.),number,2,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-09-09,LGA,43360,Kingston (DC) (SA),4_104,Economic Recovery,"Small business grants ($50,000)",Applications approved ($),$,"$72,500 ",Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-09-09,LGA,43360,Kingston (DC) (SA),4_105,Economic Recovery,Primary producer grants,Applications approved (no.),number,13,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-09-09,LGA,43360,Kingston (DC) (SA),4_106,Economic Recovery,Primary producer grants,Applications approved ($),$,"$975,000 ",Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-08-30,LGA,43360,Kingston (DC) (SA),4_107,Economic Recovery,Concessional loans,Applications approved ($),$,$0 ,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2018-12-31,LGA,43710,Lower Eyre Peninsula (DC),1_101,Local Government Area Profile,,Total people (no.),number,"5,780","ABS Cat No 3218.0 – Regional Population Growth, Australia, 2018-19",
2018-12-31,LGA,43710,Lower Eyre Peninsula (DC),1_103,Local Government Area Profile,,Aboriginal and Torres Strait Islander Peoples (%),%,3.10%,"ABS Cat No 1410.0 - Data by Region, 2013-18; Aboriginal and Torres Strait Islander Peoples - Census",
2017-06-30,LGA,43710,Lower Eyre Peninsula (DC),1_104,Local Government Area Profile,,Median Age of Earners,years,46,"ABS Cat No. 6524.0.55.002 - Personal Income in Australia, 2011-12 to 2016-17",
2018-06-30,LGA,43710,Lower Eyre Peninsula (DC),1_105,Local Government Area Profile,,Median Income ($),$,"$47,024 ","ABS Cat No. 6524.0.55.002 - Personal Income in Australia, 2011-12 to 2016-17",
2019-12-01,LGA,43710,Lower Eyre Peninsula (DC),1_106,Local Government Area Profile,,Unemployment rate (%),%,3.20%,"Department of Education, Skills and Employment Small Area Labour Markets publication, December quarter 2019 – data missing for some LGAs)",
2016-12-31,LGA,43710,Lower Eyre Peninsula (DC),1_107,Local Government Area Profile,,"SEIFA Decile (1-10, 1 = most disadvantaged)",decile,8,"2033.0.55.001 - Census of Population and Housing: Socio-Economic Indexes for Areas (SEIFA), Australia, 2016",
2019-06-01,LGA,43710,Lower Eyre Peninsula (DC),1_108,Local Government Area Profile,,Total businesses,count,611,"8165.0 - Counts of Australian Businesses, including Entries and Exits, June 2015 to June 2019",
2019-06-01,LGA,43710,Lower Eyre Peninsula (DC),1_109,Local Government Area Profile,,Small business,count,608,"8165.0 - Counts of Australian Businesses, including Entries and Exits, June 2015 to June 2019",
2016-12-31,LGA,43710,Lower Eyre Peninsula (DC),1_110,Local Government Area Profile,,1st largest industry,,"Agriculture, forestry and fishing","ABS Census of Popluation and Housing, 2016",
2016-12-31,LGA,43710,Lower Eyre Peninsula (DC),1_111,Local Government Area Profile,,2nd largest industry,,Health care and social assistance,"ABS Census of Popluation and Housing, 2016",
2016-12-31,LGA,43710,Lower Eyre Peninsula (DC),1_112,Local Government Area Profile,,3rd largest industry,,Construction,"ABS Census of Popluation and Housing, 2016",
2016-06-30,LGA,43710,Lower Eyre Peninsula (DC),1_113,Local Government Area Profile,,1st highest value product,,Broadacre crops,"7121.0 - Agricultural Comoddities, Australia, 2015-16",
2016-06-30,LGA,43710,Lower Eyre Peninsula (DC),1_114,Local Government Area Profile,,2nd highest value product,,Livestock slaughtered and other disposals,"7121.0 - Agricultural Comoddities, Australia, 2015-16",
2016-06-30,LGA,43710,Lower Eyre Peninsula (DC),1_115,Local Government Area Profile,,3rd highest value product,,Livestock products,"7121.0 - Agricultural Comoddities, Australia, 2015-16",
2020-05-15,LGA,43710,Lower Eyre Peninsula (DC),2_101,Bushfire Impact,,Total area affected,,3 sq km (0.06% of LGA),"Department of Agriculture, Water and the Environment National Indicative Aggregated Fire Extent Dataset, 25 May 2020; ABS Cat No 1270.0.55.003 - Australian Statistical Geography Standard (ASGS): Volume 3 - Non ABS Structures, July 2019.",
2020-05-15,LGA,43710,Lower Eyre Peninsula (DC),2_102,Bushfire Impact,,Bushland and forests affected,,0.45 sq km (0.07% of bushland and forests),"Department of Agriculture, Water and the Environment National Indicative Aggregated Fire Extent Dataset, 25 May 2020; ABS Cat No 1270.0.55.003 - Australian Statistical Geography Standard (ASGS): Volume 3 - Non ABS Structures, July 2019.",
2020-05-15,LGA,43710,Lower Eyre Peninsula (DC),2_103,Bushfire Impact,,Agricultural land affected,,1 sq km (0.03% of agricultural land),"Department of Agriculture, Water and the Environment National Indicative Aggregated Fire Extent Dataset, 25 May 2020; ABS Cat No 1270.0.55.003 - Australian Statistical Geography Standard (ASGS): Volume 3 - Non ABS Structures, July 2019.",
2020-06-16,LGA,43710,Lower Eyre Peninsula (DC),2_104,Bushfire Impact,,Houses damaged/destroyed,,0 / 0,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-06-16,LGA,43710,Lower Eyre Peninsula (DC),2_105,Bushfire Impact,,Outbuildings damaged/destroyed,,0 / Not Available,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-09-12,LGA,43710,Lower Eyre Peninsula (DC),3_101,Human and Social Recovery,Disaster Recovery Funding Arrangements (DRFA) Category,,,A (individual),"Home Affairs, Summary of Recovery Assistance Table, September 2020",
2020-09-12,LGA,43710,Lower Eyre Peninsula (DC),3_102,Human and Social Recovery,Disaster Recovery Funding Arrangements (DRFA) Category,,,B (public assests),"Home Affairs, Summary of Recovery Assistance Table, September 2020",
2020-08-20,LGA,43710,Lower Eyre Peninsula (DC),3_105,Human and Social Recovery,LGA Grants Program,Support received,$,$0 ,LGA support status NBRA analysis,
2020-08-02,LGA,43710,Lower Eyre Peninsula (DC),3_106,Human and Social Recovery,Australian Government Disaster Recovery Allowance (DRA),Applications approved (no.),number,n/a,Services Australia,
2020-08-02,LGA,43710,Lower Eyre Peninsula (DC),3_107,Human and Social Recovery,Australian Government Disaster Recovery Allowance (DRA),Applications approved ($),$,n/a,Services Australia,
2020-08-02,LGA,43710,Lower Eyre Peninsula (DC),3_108,Human and Social Recovery,Australian Government Disaster Recovery Payments (AGDRP),Applications approved (no.),number,< 20,Services Australia,
2020-08-02,LGA,43710,Lower Eyre Peninsula (DC),3_109,Human and Social Recovery,Australian Government Disaster Recovery Payments (AGDRP),Applications approved ($),$,"< 20,000",Services Australia,
2020-08-02,LGA,43710,Lower Eyre Peninsula (DC),3_110,Human and Social Recovery,Additional payment for children,Applications approved (no.),number,< 20,Services Australia,
2020-08-02,LGA,43710,Lower Eyre Peninsula (DC),3_111,Human and Social Recovery,Additional payment for children,Applications approved ($),$,"< 20,000",Services Australia,
2020-07-28,LGA,43710,Lower Eyre Peninsula (DC),3_112,Human and Social Recovery,Volunteer Firefighter Payments,Applications approved ($),$,$0 ,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-07-28,LGA,43710,Lower Eyre Peninsula (DC),3_113,Human and Social Recovery,Volunteer Firefighter Payments,Applications approved (no.),number,0,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-09-02,LGA,43710,Lower Eyre Peninsula (DC),4_101,Economic Recovery,"Small business support grants ($10,000)",Applications approved (no.),number,0,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-09-02,LGA,43710,Lower Eyre Peninsula (DC),4_102,Economic Recovery,"Small business support grants ($10,000)",Applications approved ($),$,$0 ,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-09-02,LGA,43710,Lower Eyre Peninsula (DC),4_103,Economic Recovery,"Small business grants ($50,000)",Applications approved (no.),number,0,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-09-02,LGA,43710,Lower Eyre Peninsula (DC),4_104,Economic Recovery,"Small business grants ($50,000)",Applications approved ($),$,$0 ,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-08-26,LGA,43710,Lower Eyre Peninsula (DC),4_105,Economic Recovery,Primary producer grants,Applications approved (no.),number,0,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-08-26,LGA,43710,Lower Eyre Peninsula (DC),4_106,Economic Recovery,Primary producer grants,Applications approved ($),$,$0 ,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2018-12-31,LGA,44210,Mid Murray (DC),1_101,Local Government Area Profile,,Total people (no.),number,"9,094","ABS Cat No 3218.0 – Regional Population Growth, Australia, 2018-19",
2016-06-01,LGA,44210,Mid Murray (DC),1_102,Local Government Area Profile,,Main towns,,"Mannum (2,398), Morgan (339), Truro (404)",ABS Census of Population and Housing 2016,
2018-12-31,LGA,44210,Mid Murray (DC),1_103,Local Government Area Profile,,Aboriginal and Torres Strait Islander Peoples (%),%,2.40%,"ABS Cat No 1410.0 - Data by Region, 2013-18; Aboriginal and Torres Strait Islander Peoples - Census",
2017-06-30,LGA,44210,Mid Murray (DC),1_104,Local Government Area Profile,,Median Age of Earners,years,50,"ABS Cat No. 6524.0.55.002 - Personal Income in Australia, 2011-12 to 2016-17",
2018-06-30,LGA,44210,Mid Murray (DC),1_105,Local Government Area Profile,,Median Income ($),$,"$37,185 ","ABS Cat No. 6524.0.55.002 - Personal Income in Australia, 2011-12 to 2016-17",
2019-12-01,LGA,44210,Mid Murray (DC),1_106,Local Government Area Profile,,Unemployment rate (%),%,6.90%,"Department of Education, Skills and Employment Small Area Labour Markets publication, December quarter 2019 – data missing for some LGAs)",
2016-12-31,LGA,44210,Mid Murray (DC),1_107,Local Government Area Profile,,"SEIFA Decile (1-10, 1 = most disadvantaged)",decile,2,"2033.0.55.001 - Census of Population and Housing: Socio-Economic Indexes for Areas (SEIFA), Australia, 2016",
2019-06-01,LGA,44210,Mid Murray (DC),1_108,Local Government Area Profile,,Total businesses,count,742,"8165.0 - Counts of Australian Businesses, including Entries and Exits, June 2015 to June 2019",
2019-06-01,LGA,44210,Mid Murray (DC),1_109,Local Government Area Profile,,Small business,count,732,"8165.0 - Counts of Australian Businesses, including Entries and Exits, June 2015 to June 2019",
2016-12-31,LGA,44210,Mid Murray (DC),1_110,Local Government Area Profile,,1st largest industry,,"Agriculture, forestry and fishing","ABS Census of Popluation and Housing, 2016",
2016-12-31,LGA,44210,Mid Murray (DC),1_111,Local Government Area Profile,,2nd largest industry,,Retail trade,"ABS Census of Popluation and Housing, 2016",
2016-12-31,LGA,44210,Mid Murray (DC),1_112,Local Government Area Profile,,3rd largest industry,,Health care and social assistance,"ABS Census of Popluation and Housing, 2016",
2016-06-30,LGA,44210,Mid Murray (DC),1_113,Local Government Area Profile,,1st highest value product,,Fruit and nuts (excluding grapes),"7121.0 - Agricultural Comoddities, Australia, 2015-16",
2016-06-30,LGA,44210,Mid Murray (DC),1_114,Local Government Area Profile,,2nd highest value product,,Livestock slaughtered and other disposals,"7121.0 - Agricultural Comoddities, Australia, 2015-16",
2016-06-30,LGA,44210,Mid Murray (DC),1_115,Local Government Area Profile,,3rd highest value product,,Grapes,"7121.0 - Agricultural Comoddities, Australia, 2015-16",
2020-05-15,LGA,44210,Mid Murray (DC),2_101,Bushfire Impact,,Total area affected,,3 sq km (0.04% of LGA),"Department of Agriculture, Water and the Environment National Indicative Aggregated Fire Extent Dataset, 25 May 2020; ABS Cat No 1270.0.55.003 - Australian Statistical Geography Standard (ASGS): Volume 3 - Non ABS Structures, July 2019.",
2020-05-15,LGA,44210,Mid Murray (DC),2_102,Bushfire Impact,,Bushland and forests affected,,0 sq km (0% of bushland and forests),"Department of Agriculture, Water and the Environment National Indicative Aggregated Fire Extent Dataset, 25 May 2020; ABS Cat No 1270.0.55.003 - Australian Statistical Geography Standard (ASGS): Volume 3 - Non ABS Structures, July 2019.",
2020-05-15,LGA,44210,Mid Murray (DC),2_103,Bushfire Impact,,Agricultural land affected,,3 sq km (0.05% of agricultural land),"Department of Agriculture, Water and the Environment National Indicative Aggregated Fire Extent Dataset, 25 May 2020; ABS Cat No 1270.0.55.003 - Australian Statistical Geography Standard (ASGS): Volume 3 - Non ABS Structures, July 2019.",
2020-06-16,LGA,44210,Mid Murray (DC),2_104,Bushfire Impact,,Houses damaged/destroyed,,0 / 0,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-06-16,LGA,44210,Mid Murray (DC),2_105,Bushfire Impact,,Outbuildings damaged/destroyed,,0 / Not Available,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
2020-09-12,LGA,44210,Mid Murray (DC),3_101,Human and Social Recovery,Disaster Recovery Funding Arrangements (DRFA) Category,,,A (individual),"Home Affairs, Summary of Recovery Assistance Table, September 2020",
2020-09-12,LGA,44210,Mid Murray (DC),3_102,Human and Social Recovery,Disaster Recovery Funding Arrangements (DRFA) Category,,,B (public assests),"Home Affairs, Summary of Recovery Assistance Table, September 2020",
2020-09-12,LGA,44210,Mid Murray (DC),3_103,Human and Social Recovery,Disaster Recovery Funding Arrangements (DRFA) Category,,,C (community),"Home Affairs, Summary of Recovery Assistance Table, September 2020",
2020-09-12,LGA,44210,Mid Murray (DC),3_104,Human and Social Recovery,Disaster Recovery Funding Arrangements (DRFA) Category,,,D (exceptional),"Home Affairs, Summary of Recovery Assistance Table, September 2020",
2020-08-20,LGA,44210,Mid Murray (DC),3_105,Human and Social Recovery,LGA Grants Program,Support received,$,"$1,275,000 ",LGA support status NBRA analysis,
2020-08-02,LGA,44210,Mid Murray (DC),3_106,Human and Social Recovery,Australian Government Disaster Recovery Allowance (DRA),Applications approved (no.),number,0,Services Australia,
2020-08-02,LGA,44210,Mid Murray (DC),3_107,Human and Social Recovery,Australian Government Disaster Recovery Allowance (DRA),Applications approved ($),$,$0 ,Services Australia,
2020-08-02,LGA,44210,Mid Murray (DC),3_108,Human and Social Recovery,Australian Government Disaster Recovery Payments (AGDRP),Applications approved (no.),number,n/a,Services Australia,
2020-08-02,LGA,44210,Mid Murray (DC),3_109,Human and Social Recovery,Australian Government Disaster Recovery Payments (AGDRP),Applications approved ($),$,n/a,Services Australia,
2020-08-02,LGA,44210,Mid Murray (DC),3_110,Human and Social Recovery,Additional payment for children,Applications approved (no.),number,< 20,Services Australia,
2020-08-02,LGA,44210,Mid Murray (DC),3_111,Human and Social Recovery,Additional payment for children,Applications approved ($),$,"< 20,000",Services Australia,
2020-07-28,LGA,44210,Mid Murray (DC),3_112,Human and Social Recovery,Volunteer Firefighter Payments,Applications approved ($),$,,Data is provided to NBRA by multiple State Agencies at different times. Data is most current at the date provided in the date column.,
